image_id,category_id,bbox,score_mean,score_std,score_var,uncertainty,num_passes
6345,6,"[845.6305541992188, 378.0046691894531, 31.64065933227539, 98.10650634765625]",0.27806296944618225,0.0,0.0,0.0,1
6345,9,"[586.728759765625, 388.35711669921875, 92.20892333984375, 39.86517333984375]",0.35228174924850464,0.0,0.0,0.0,1
5076,0,"[753.7535400390625, 345.791748046875, 29.812747955322266, 93.7929458618164]",0.7373634576797485,0.0,0.0,0.0,1
5076,0,"[76.70233154296875, 280.5494384765625, 27.0152587890625, 20.498878479003906]",0.38686394691467285,0.0,0.0,0.0,1
5076,0,"[204.632568359375, 287.9560546875, 10.00722885131836, 15.449077606201172]",0.33098965883255005,0.0,0.0,0.0,1
5076,0,"[401.2466125488281, 311.3555908203125, 8.462053298950195, 15.778440475463867]",0.30896976590156555,0.0,0.0,0.0,1
5076,1,"[753.8947143554688, 345.8645324707031, 29.877700805664062, 93.82324981689453]",0.32233813405036926,0.0,0.0,0.0,1
5076,2,"[316.7994384765625, 327.11505126953125, 95.52861022949219, 57.76389694213867]",0.41376882791519165,0.0,0.0,0.0,1
5076,2,"[81.70703125, 327.06329345703125, 135.42117309570312, 77.87310028076172]",0.4096936583518982,0.0,0.0,0.0,1
5076,2,"[244.2245330810547, 316.7162170410156, 59.902313232421875, 44.772361755371094]",0.4002794027328491,0.0,0.0,0.0,1
5076,2,"[905.495849609375, 345.1502380371094, 33.57986831665039, 34.67110061645508]",0.31580719351768494,0.0,0.0,0.0,1
5076,2,"[553.1080322265625, 334.7671813964844, 55.49978256225586, 38.82636642456055]",0.29647091031074524,0.0,0.0,0.0,1
5076,2,"[165.50823974609375, 317.7273864746094, 112.43263244628906, 77.64767456054688]",0.2727217972278595,0.0,0.0,0.0,1
5076,4,"[640.0536499023438, 653.6387329101562, 1279.6273193359375, 130.87496948242188]",0.47529032826423645,0.0,0.0,0.0,1
5076,6,"[444.6872253417969, 311.1455993652344, 14.096579551696777, 15.775177955627441]",0.3208923637866974,0.0,0.0,0.0,1
5076,6,"[400.921875, 314.34576416015625, 8.278763771057129, 9.779594421386719]",0.31908199191093445,0.0,0.0,0.0,1
5076,8,"[170.28245544433594, 265.1438903808594, 7.062623023986816, 9.089522361755371]",0.39198729395866394,0.0,0.0,0.0,1
5076,8,"[419.2901611328125, 277.71514892578125, 6.004807472229004, 11.734607696533203]",0.3254530727863312,0.0,0.0,0.0,1
5076,8,"[494.47149658203125, 293.1739196777344, 11.009664535522461, 10.633572578430176]",0.3102453351020813,0.0,0.0,0.0,1
5076,8,"[334.62066650390625, 252.43894958496094, 6.372244834899902, 10.311760902404785]",0.2981908619403839,0.0,0.0,0.0,1
5076,8,"[432.2514343261719, 257.3448791503906, 6.155198097229004, 11.622564315795898]",0.2634930908679962,0.0,0.0,0.0,1
5076,8,"[431.8341369628906, 275.93499755859375, 6.767794609069824, 14.583831787109375]",0.25609391927719116,0.0,0.0,0.0,1
5076,9,"[851.3709716796875, 245.26303100585938, 24.301355361938477, 13.559663772583008]",0.35728949308395386,0.0,0.0,0.0,1
5076,9,"[218.35206604003906, 266.95172119140625, 13.651336669921875, 10.753316879272461]",0.2776193618774414,0.0,0.0,0.0,1
9538,0,"[667.05029296875, 392.4327087402344, 25.67823028564453, 41.41020584106445]",0.36558717489242554,0.0,0.0,0.0,1
9538,2,"[922.792236328125, 418.7969970703125, 293.6292724609375, 164.6716766357422]",0.4214709997177124,0.0,0.0,0.0,1
9538,2,"[295.4259338378906, 402.10003662109375, 138.4332275390625, 85.06169891357422]",0.3971397876739502,0.0,0.0,0.0,1
9538,2,"[101.36103820800781, 485.4381103515625, 200.332763671875, 190.24935913085938]",0.38271012902259827,0.0,0.0,0.0,1
9538,2,"[355.8532409667969, 386.4601745605469, 91.66667175292969, 66.21646881103516]",0.3643643856048584,0.0,0.0,0.0,1
9538,2,"[747.6648559570312, 404.89385986328125, 68.62959289550781, 81.99341583251953]",0.2879933714866638,0.0,0.0,0.0,1
9538,2,"[405.50872802734375, 372.28759765625, 76.87529754638672, 57.80942916870117]",0.2691810429096222,0.0,0.0,0.0,1
9538,2,"[700.5103149414062, 395.0954895019531, 39.80929946899414, 38.335777282714844]",0.2653791308403015,0.0,0.0,0.0,1
9538,8,"[544.8017578125, 321.9540710449219, 12.685178756713867, 14.183967590332031]",0.5729427337646484,0.0,0.0,0.0,1
9538,8,"[483.5656433105469, 321.85504150390625, 8.46558952331543, 11.179129600524902]",0.43692806363105774,0.0,0.0,0.0,1
5152,0,"[787.8526611328125, 375.50213623046875, 19.178443908691406, 62.80034637451172]",0.500728964805603,0.0,0.0,0.0,1
5152,0,"[112.66191101074219, 421.905517578125, 53.82484436035156, 113.84318542480469]",0.47132232785224915,0.0,0.0,0.0,1
5152,0,"[112.67760467529297, 398.6443176269531, 53.1254997253418, 65.28812408447266]",0.3099859654903412,0.0,0.0,0.0,1
5152,1,"[787.7349853515625, 376.3130187988281, 19.586650848388672, 64.93822479248047]",0.2822868525981903,0.0,0.0,0.0,1
5152,1,"[112.70948791503906, 422.65948486328125, 54.224891662597656, 112.59004974365234]",0.2681969404220581,0.0,0.0,0.0,1
5152,2,"[422.2207946777344, 401.97698974609375, 122.15217590332031, 75.39024353027344]",0.6126066446304321,0.0,0.0,0.0,1
5152,2,"[589.052001953125, 374.7438659667969, 62.77009582519531, 31.373382568359375]",0.3818587362766266,0.0,0.0,0.0,1
5152,2,"[715.0067138671875, 389.4097900390625, 121.53520202636719, 124.46329498291016]",0.37802204489707947,0.0,0.0,0.0,1
5152,2,"[847.4358520507812, 373.5908508300781, 80.66696166992188, 83.31562042236328]",0.3280268609523773,0.0,0.0,0.0,1
5152,2,"[539.673095703125, 380.5558776855469, 42.923912048339844, 30.722915649414062]",0.27057725191116333,0.0,0.0,0.0,1
5152,3,"[210.3572998046875, 423.1241455078125, 418.49957275390625, 138.5126495361328]",0.262549489736557,0.0,0.0,0.0,1
5152,4,"[793.230224609375, 358.9723815917969, 74.96617126464844, 68.01899719238281]",0.2770622968673706,0.0,0.0,0.0,1
5152,8,"[823.4127807617188, 326.0861511230469, 12.861876487731934, 13.194075584411621]",0.38319578766822815,0.0,0.0,0.0,1
5152,9,"[1238.383544921875, 166.6426544189453, 82.26994323730469, 24.814241409301758]",0.5189436674118042,0.0,0.0,0.0,1
4294,0,"[1023.5369262695312, 221.89683532714844, 34.33831024169922, 35.37590789794922]",0.38729336857795715,0.0,0.0,0.0,1
4294,0,"[1023.6621704101562, 230.85350036621094, 35.240901947021484, 53.22291946411133]",0.34956488013267517,0.0,0.0,0.0,1
4294,2,"[61.711448669433594, 363.9244384765625, 122.77931213378906, 146.21743774414062]",0.6408849358558655,0.0,0.0,0.0,1
4294,2,"[577.5419921875, 268.1216125488281, 92.84658813476562, 82.83672332763672]",0.5759826302528381,0.0,0.0,0.0,1
4294,2,"[773.5447998046875, 372.3553771972656, 482.20245361328125, 330.1524353027344]",0.563127875328064,0.0,0.0,0.0,1
4294,2,"[365.03155517578125, 292.45550537109375, 175.9173583984375, 108.66107177734375]",0.5412476062774658,0.0,0.0,0.0,1
4294,2,"[459.9580383300781, 276.9877624511719, 94.33712005615234, 72.11466217041016]",0.4869435727596283,0.0,0.0,0.0,1
4294,2,"[639.8961791992188, 606.2940063476562, 1278.719970703125, 224.81471252441406]",0.2802991271018982,0.0,0.0,0.0,1
4294,2,"[926.3734130859375, 247.45181274414062, 25.904216766357422, 19.0913143157959]",0.26041489839553833,0.0,0.0,0.0,1
4294,2,"[984.6085205078125, 247.4607696533203, 26.664203643798828, 17.584293365478516]",0.2515251040458679,0.0,0.0,0.0,1
4294,4,"[471.4509582519531, 247.25192260742188, 151.42483520507812, 61.859127044677734]",0.2736027240753174,0.0,0.0,0.0,1
4294,6,"[1040.88818359375, 240.84275817871094, 70.72756958007812, 34.25847244262695]",0.3807768225669861,0.0,0.0,0.0,1
4294,6,"[1023.362060546875, 242.1353302001953, 36.02967834472656, 30.984106063842773]",0.29597365856170654,0.0,0.0,0.0,1
4294,6,"[1004.8126220703125, 239.6759033203125, 68.1388168334961, 33.900108337402344]",0.2539578080177307,0.0,0.0,0.0,1
4294,6,"[1023.7049560546875, 239.230712890625, 105.11904907226562, 36.06029510498047]",0.2505481243133545,0.0,0.0,0.0,1
4294,8,"[874.6570434570312, 168.27259826660156, 7.408719062805176, 17.299354553222656]",0.6196587681770325,0.0,0.0,0.0,1
4294,8,"[571.3267211914062, 162.43927001953125, 8.846433639526367, 19.183700561523438]",0.5510985255241394,0.0,0.0,0.0,1
4294,8,"[582.2924194335938, 161.1527557373047, 8.502218246459961, 18.606536865234375]",0.5110820531845093,0.0,0.0,0.0,1
4294,9,"[907.4773559570312, 156.5702667236328, 28.07839584350586, 10.632858276367188]",0.5825381875038147,0.0,0.0,0.0,1
4294,9,"[878.973388671875, 180.92381286621094, 17.181787490844727, 7.915438652038574]",0.2692519724369049,0.0,0.0,0.0,1
1396,2,"[507.84234619140625, 607.2095336914062, 372.61517333984375, 74.65774536132812]",0.34137940406799316,0.0,0.0,0.0,1
1396,2,"[477.7027587890625, 609.041748046875, 304.2054443359375, 63.15436553955078]",0.26085910201072693,0.0,0.0,0.0,1
1396,2,"[541.6468505859375, 327.8661193847656, 25.071699142456055, 27.78679847717285]",0.2546331584453583,0.0,0.0,0.0,1
1396,8,"[522.5999755859375, 314.00982666015625, 7.156078338623047, 10.65078067779541]",0.34858056902885437,0.0,0.0,0.0,1
3935,2,"[847.1693115234375, 405.50927734375, 31.11038589477539, 19.145076751708984]",0.5023614764213562,0.0,0.0,0.0,1
3935,2,"[583.98486328125, 344.723388671875, 25.9318904876709, 16.428794860839844]",0.4425196945667267,0.0,0.0,0.0,1
3935,2,"[550.4539794921875, 346.91351318359375, 24.388519287109375, 17.74393081665039]",0.3755532503128052,0.0,0.0,0.0,1
3935,2,"[509.14739990234375, 344.5368957519531, 70.12744903564453, 34.23954772949219]",0.3392314612865448,0.0,0.0,0.0,1
3935,2,"[337.4946594238281, 345.38897705078125, 163.60220336914062, 65.88394927978516]",0.3239710330963135,0.0,0.0,0.0,1
3935,2,"[463.546875, 349.15167236328125, 18.673595428466797, 15.903152465820312]",0.27468281984329224,0.0,0.0,0.0,1
3935,2,"[472.74346923828125, 352.62969970703125, 11.920431137084961, 16.822542190551758]",0.2657667398452759,0.0,0.0,0.0,1
3935,3,"[140.7545623779297, 347.5091552734375, 102.93159484863281, 15.722349166870117]",0.30906641483306885,0.0,0.0,0.0,1
3935,6,"[945.98486328125, 392.5556945800781, 16.663183212280273, 15.384309768676758]",0.2661011517047882,0.0,0.0,0.0,1
3935,8,"[619.4346313476562, 325.51806640625, 18.202136993408203, 11.20776081085205]",0.37089815735816956,0.0,0.0,0.0,1
3935,8,"[620.388916015625, 287.1572265625, 7.085598945617676, 20.338581085205078]",0.2742748558521271,0.0,0.0,0.0,1
3935,9,"[477.904541015625, 285.3430480957031, 62.727909088134766, 41.73979187011719]",0.6035009026527405,0.0,0.0,0.0,1
3935,9,"[583.7882080078125, 282.65338134765625, 64.28844451904297, 41.94730758666992]",0.595832109451294,0.0,0.0,0.0,1
3935,9,"[871.5911865234375, 389.9503173828125, 20.797975540161133, 15.596914291381836]",0.282725989818573,0.0,0.0,0.0,1
4780,2,"[822.0758056640625, 308.0494384765625, 179.3515625, 121.37652587890625]",0.6215446591377258,0.0,0.0,0.0,1
4780,2,"[505.335205078125, 275.71270751953125, 32.77227020263672, 28.89335823059082]",0.34837600588798523,0.0,0.0,0.0,1
4780,2,"[605.1099243164062, 277.0634460449219, 39.54744338989258, 20.636735916137695]",0.29411929845809937,0.0,0.0,0.0,1
4780,2,"[753.598876953125, 590.5151977539062, 328.4964294433594, 78.96150207519531]",0.2778908610343933,0.0,0.0,0.0,1
4780,8,"[599.349609375, 257.3918151855469, 10.56754207611084, 13.366938591003418]",0.40525323152542114,0.0,0.0,0.0,1
4780,8,"[796.3624267578125, 218.82070922851562, 22.241226196289062, 27.89549446105957]",0.36066481471061707,0.0,0.0,0.0,1
4780,8,"[637.331298828125, 258.8943176269531, 9.722212791442871, 12.632261276245117]",0.3184652328491211,0.0,0.0,0.0,1
4780,9,"[1042.8837890625, 113.17323303222656, 39.31810760498047, 41.02235412597656]",0.3657364249229431,0.0,0.0,0.0,1
4780,9,"[1040.3570556640625, 162.11471557617188, 37.12370681762695, 40.902801513671875]",0.30236274003982544,0.0,0.0,0.0,1
9359,0,"[889.8431396484375, 452.8623352050781, 15.224111557006836, 25.317127227783203]",0.38895997405052185,0.0,0.0,0.0,1
9359,0,"[104.41336059570312, 449.6134948730469, 14.665741920471191, 29.408584594726562]",0.3171944320201874,0.0,0.0,0.0,1
9359,0,"[100.2403335571289, 451.4580993652344, 20.829120635986328, 33.324493408203125]",0.26424238085746765,0.0,0.0,0.0,1
9359,0,"[1244.8565673828125, 450.0242614746094, 34.74082565307617, 62.37041473388672]",0.2557276487350464,0.0,0.0,0.0,1
9359,2,"[809.8800048828125, 476.011962890625, 78.77618408203125, 47.26839828491211]",0.49727147817611694,0.0,0.0,0.0,1
9359,2,"[584.595703125, 472.5234680175781, 93.10919189453125, 69.7010726928711]",0.42068609595298767,0.0,0.0,0.0,1
9359,2,"[197.95013427734375, 480.74041748046875, 229.46987915039062, 133.80836486816406]",0.3796810805797577,0.0,0.0,0.0,1
9359,2,"[455.61029052734375, 459.57830810546875, 44.99964904785156, 34.388465881347656]",0.26879432797431946,0.0,0.0,0.0,1
9359,2,"[510.46893310546875, 454.513916015625, 59.1520881652832, 46.004676818847656]",0.2504744529724121,0.0,0.0,0.0,1
9359,3,"[696.9365234375, 457.1516418457031, 42.943023681640625, 37.953033447265625]",0.3166027367115021,0.0,0.0,0.0,1
9359,3,"[118.64117431640625, 448.9944152832031, 106.98802185058594, 89.65390014648438]",0.3157646059989929,0.0,0.0,0.0,1
9359,8,"[536.867919921875, 396.7742004394531, 17.09495735168457, 16.985607147216797]",0.48241299390792847,0.0,0.0,0.0,1
9359,8,"[1239.4317626953125, 356.832763671875, 28.296100616455078, 36.41861343383789]",0.3284132480621338,0.0,0.0,0.0,1
9359,8,"[949.286865234375, 392.2502746582031, 11.716693878173828, 14.489920616149902]",0.29712024331092834,0.0,0.0,0.0,1
9359,9,"[792.7393798828125, 377.33831787109375, 16.37295913696289, 23.79494285583496]",0.44397327303886414,0.0,0.0,0.0,1
